date,ticker,size,value,momentum,volatility,profitability
2014-01-31,ASSET_01,-0.12438535199599787,-0.254462057532625,0.9188818789181281,0.44305876607285555,0.6638791772777458
2014-01-31,ASSET_02,1.0863567392034958,-1.0922764084601881,-1.7620814515915708,-0.030217273243361056,-0.09628105510913826
2014-01-31,ASSET_03,0.11122647213709315,-0.654527749030125,-0.030128166436448185,0.5800755091553024,0.4029371930233015
2014-01-31,ASSET_04,1.0418008890773178,-2.330680018037306,-1.244101992517283,1.5295707298940202,0.39885434783593293
2014-01-31,ASSET_05,0.5627502565133804,-0.31876460319076594,-0.2371969477399413,0.20274664309356963,-1.0507556681523258
2014-01-31,ASSET_06,-1.5080020427242966,-1.201761390017055,0.26919614947254955,0.6625510282962478,1.3756276248595773
2014-01-31,ASSET_07,0.1870150193971303,0.4911061108177541,1.616546212219441,-0.8237576613771778,-1.069020042830599
2014-01-31,ASSET_08,-0.623742421303553,-0.11707482005979736,1.9038240331928449,-0.3740164842806602,1.0533524866557016
2014-01-31,ASSET_09,-0.5655740816058215,0.5113158643322392,0.7533929597569106,0.552969870807754,0.5326242335465236
2014-01-31,ASSET_10,-0.7584072731104988,1.5429472042147063,1.0103055990361285,-0.7451484882224777,0.30292883613593186
2014-01-31,ASSET_11,-1.100730103176128,0.08730327670542934,-0.834677994579028,0.7478866625235921,2.6052897335803387
2014-01-31,ASSET_12,1.1664429397298723,0.7672779649234102,-0.6047365717399991,0.39244949721161304,0.9385838182538392
2014-01-31,ASSET_13,-0.22311183805668205,0.12406548003420115,-1.2832671897308343,-0.9065595603577586,-1.9015806171457694
2014-01-31,ASSET_14,1.561798130844296,0.4912292164580982,0.7905776619286758,-0.22038464681980202,-1.5385311434302773
2014-01-31,ASSET_15,0.012476122644257428,-0.6948047590871603,-0.662137141308122,0.050953474406375154,-0.06785332350478837
2014-01-31,ASSET_16,-0.3051984480647608,-0.8421391579933382,-0.6758895673140695,-0.0006528437426606784,0.9741025956690554
2014-01-31,ASSET_17,-1.5740819472716436,-0.7169328813230059,0.030107652268380528,-0.17417093875233225,-0.7257853052356198
2014-01-31,ASSET_18,1.5743080764122643,0.4133455368025896,-0.6754743235701907,-1.9858905700853677,-0.3319021580242028
2014-01-31,ASSET_19,1.1741327384029059,0.19195669725032058,-1.8162081512426125,-1.4548113638943474,-0.0555871116743499
2014-01-31,ASSET_20,0.8070909984255729,0.13667939017729386,0.297287506668197,1.120691810898132,1.00572461845052
2014-01-31,ASSET_21,-0.7472595290841132,0.4542444450551995,-0.6514696174490302,-1.1390431393059424,0.3802584438191728
2014-01-31,ASSET_22,-1.4128941453038077,0.16746521745652915,0.43866167799065614,0.8981326540043966,-1.248010863829659
2014-01-31,ASSET_23,0.1950310559811628,-0.1483041288461148,1.4433018291189452,-0.7881168774819053,-1.2101703109444764
2014-01-31,ASSET_24,0.30144283513765924,-0.9293372776371965,-0.9403074130788138,0.9494170690877106,0.23234232104474414
2014-01-31,ASSET_25,-2.917196506628114,-0.9990294221099585,-0.7806255503704396,0.670073827137126,1.2082875404996507
2014-01-31,ASSET_26,1.689813327890279,0.7409149745817233,-0.7703162936814834,-1.196549197150463,-1.062880977173193
2014-01-31,ASSET_27,0.2918045030199117,1.3389949460689736,-1.4748001386428684,0.6331723523077096,0.6981972281872634
2014-01-31,ASSET_28,0.13724068430021083,3.44647381313403,0.6281683579146891,0.026859727953213314,0.40102972409100224
2014-01-31,ASSET_29,-0.6293079577543299,-1.1896724813433348,0.5312343796660016,1.205453636372819,-0.39069947547602246
2014-01-31,ASSET_30,0.6806405990009674,-0.4160100830455564,1.5678944630782339,0.21850059255819748,0.3296651181622779
2014-01-31,ASSET_31,0.5384483325962144,-1.4600171375347903,0.01315950596589275,1.9275601071612853,-0.1365191455095313
2014-01-31,ASSET_32,1.1056345429797212,0.9312209006437744,-1.3976197142981996,0.7363272187220127,-1.1898188524784234
